ID,Year,Name,College,POS,Height_in,Weight_lbs,Wonderlic,X40_Yard,Bench_Press,VertLeap_in,BroadJump_in,Shuttle,X3Cone,official40yard,hasUnofficial40,all40yard,Unofficial40yard
4795,2000,Ian Gold,Michigan,OLB,73,221,NA,4.56,21,33,115,4.19,6.97,4.56,FALSE,4.56,NA
4796,2000,Deon Grant,Tennessee,SS,74,209,NA,*4.50,15,NA,NA,NA,NA,NA,TRUE,4.5,4.5
4797,2000,Ernest Grant,Arkansas-Pine Bluff,DT,77,316,NA,5.31,24,29.5,98,5.03,8,5.31,FALSE,5.31,NA
4798,2000,Lamar Grant,Duke,CB,71,188,NA,4.62,16,32,117,4.3,7.3,4.62,FALSE,4.62,NA
4799,2000,Brian Gray,BYU,CB,73,214,NA,4.94,19,33.5,116,4.24,7.38,4.94,FALSE,4.94,NA
4800,2000,Jonathan Gray,Texas Tech,OT,76,338,NA,5.85,20,23,94,NA,NA,5.85,FALSE,5.85,NA
4801,2000,Barrett Green,West Virginia,OLB,73,233,NA,4.56,22,36,120,NA,NA,4.56,FALSE,4.56,NA
4802,2000,Mike Green,Houston,FB,73,253,NA,4.78,25,28.5,108,4.34,7.08,4.78,FALSE,4.78,NA
4803,2000,Mike Green,Northwestern State (LA),FS,73,189,NA,4.53,NA,38.5,118,4.2,NA,4.53,FALSE,4.53,NA
4804,2000,Cornelius Griffin,Alabama,DE,75,297,NA,4.9,30,31,111,4.62,7.63,4.9,FALSE,4.9,NA
4805,2000,Clark Haggans,Colorado State,OLB,76,253,NA,4.97,20,31.5,109,4.21,7.12,4.97,FALSE,4.97,NA
4806,2000,Dante' Hall,Texas A&M,RB,68,191,NA,4.44,18,38,123,3.82,6.62,4.44,FALSE,4.44,NA
4807,2000,James Hall,Michigan,DE,74,271,NA,5.03,NA,32,111,4.51,7.86,5.03,FALSE,5.03,NA
4808,2000,Troy Hambrick,Savannah State,RB,73,237,NA,4.66,21,34.5,118,4.44,7.48,4.66,FALSE,4.66,NA
4809,2000,Joe Hamilton,Georgia Tech,QB,70,192,18,4.81,NA,NA,106,NA,NA,4.81,FALSE,4.81,NA
4810,2000,Thomas Hamner,Minnesota,RB,73,197,NA,4.5,17,32,125,4.07,6.97,4.5,FALSE,4.5,NA
4811,2000,D'Andre Hardeman,Texas A&M,FB,70,238,NA,4.81,NA,30,109,4.36,7.27,4.81,FALSE,4.81,NA
4812,2000,Antwan Harris,Virginia,CB,69,186,NA,4.34,16,39,121,4.01,6.75,4.34,FALSE,4.34,NA
4813,2000,Jeff Harris,Georgia,CB,73,190,NA,4.53,NA,34.5,114,4.25,6.73,4.53,FALSE,4.53,NA
4814,2000,Lloyd Harrison,North Carolina State,CB,70,190,NA,4.5,16,37.5,119,4.25,7.12,4.5,FALSE,4.5,NA
4815,2000,Windrell Hayes,Southern Californiaifornia,WR,71,204,NA,4.5,NA,NA,NA,4.18,7.33,4.5,FALSE,4.5,NA
4816,2000,Semisi Heimuli,Texas A&M,OG,74,312,NA,5.4,20,29,94,4.63,7.94,5.4,FALSE,5.4,NA
4817,2000,Chris Hovan,Boston College,DT,75,305,NA,4.99,35,30,101,4.16,6.85,4.99,FALSE,4.99,NA
4818,2000,Darren Howard,Kansas State,DE,76,281,NA,5.09,NA,29,108,4.32,7,5.09,FALSE,5.09,NA
4819,2000,Ethan Howell,Oklahoma State,CB,71,186,NA,4.56,16,NA,NA,4.13,6.98,4.56,FALSE,4.56,NA
4820,2000,Aaron Humphrey,Texas,DE,75,254,NA,5.1,21,34,119,NA,NA,5.1,FALSE,5.1,NA
4821,2000,Todd Husak,Stanford,QB,75,216,39,5.2,NA,27.5,99,4.41,7.17,5.2,FALSE,5.2,NA
4822,2000,Jabari Issa,Washington,DT,77,296,NA,5.05,19,31.5,105,4.72,7.69,5.05,FALSE,5.05,NA
4823,2000,Al Jackson,Louisiana State,OG,75,304,NA,*5.20,19,NA,NA,NA,NA,NA,TRUE,5.2,5.2
4824,2000,Darrell Jackson,Florida,WR,73,197,NA,4.56,NA,NA,NA,NA,NA,4.56,FALSE,4.56,NA
4825,2000,Jarious Jackson,Notre Dame,QB,73,226,18,4.68,NA,NA,109,NA,NA,4.68,FALSE,4.68,NA
4826,2000,Keith Jackson,Cheyney,DT,76,319,NA,5.2,28,NA,NA,NA,NA,5.2,FALSE,5.2,NA
4827,2000,Marlion Jackson,Saginaw Valley State (MI),RB,73,242,NA,4.6,24,35.5,125,4.14,7.15,4.6,FALSE,4.6,NA
4828,2000,Jeno James,Auburn,OG,75,320,NA,5.62,24,25.5,94,5.22,8.51,5.62,FALSE,5.62,NA
4829,2000,Ronney Jenkins,Northern Arizona,RB,71,184,NA,4.5,18,NA,118,NA,NA,4.5,FALSE,4.5,NA
4830,2000,Brandon Jennings,Texas A&M,FS,73,198,NA,4.51,16,38,123,4.14,6.91,4.51,FALSE,4.51,NA
4831,2000,Ryan Johanningmeier,Colorado,OG,78,310,NA,5.25,NA,29,107,4.66,7.9,5.25,FALSE,5.25,NA
4832,2000,Doug Johnson,Florida,QB,75,226,28,*4.95,NA,29.5,96,NA,NA,NA,TRUE,4.95,4.95
4833,2000,Dwight Johnson,Baylor,DT,76,285,NA,4.97,26,28,105,4.76,7.51,4.97,FALSE,4.97,NA
4834,2000,Eric Johnson,Nebraska,SS,73,215,NA,4.6,12,38,121,4.17,6.96,4.6,FALSE,4.6,NA
4835,2000,Jerry Johnson,Florida State,DT,73,293,NA,5.03,26,28.5,102,NA,NA,5.03,FALSE,5.03,NA
4836,2000,Matt Johnson,BYU,OG,76,345,NA,5.56,35,28,99,4.99,8.07,5.56,FALSE,5.56,NA
4837,2000,Dhani Jones,Michigan,OLB,73,240,NA,4.68,29,NA,NA,NA,NA,4.68,FALSE,4.68,NA
4838,2000,Fred Jones,Colorado,OLB,74,247,NA,4.95,17,32,113,4.39,7.27,4.95,FALSE,4.95,NA
4839,2000,John Jones,Indiana (PA),TE,76,248,NA,4.63,13,38.5,125,4.43,7.33,4.63,FALSE,4.63,NA
4840,2000,Leander Jordan,Indiana (PA),OG,76,330,NA,5.46,25,31,104,4.76,7.91,5.46,FALSE,5.46,NA
4841,2000,Morgan Kane,Wake Forest,RB,73,221,NA,4.62,29,37.5,121,4.16,6.81,4.62,FALSE,4.62,NA
4842,2000,Curtis Keaton,James Madison,RB,70,214,NA,4.41,23,41.5,131,3.93,6.82,4.41,FALSE,4.41,NA
4843,2000,Tinker Keck,Cincinnati,SS,73,200,NA,4.55,15,36.5,120,4.31,6.96,4.55,FALSE,4.55,NA
4844,2000,Sean Keenan,Williams College,QB,75,202,32,5.03,NA,25.5,95,4.41,7.21,5.03,FALSE,5.03,NA
4845,2000,Ben Kelly,Colorado,CB,69,183,NA,4.53,17,36,116,3.95,6.63,4.53,FALSE,4.53,NA
4846,2000,Dan Kendra,Florida State,FB,73,251,NA,4.84,24,35,119,NA,NA,4.84,FALSE,4.84,NA
4847,2000,Kenoy Kennedy,Arkansas,FS,73,221,NA,4.71,8,33.5,113,4.38,7.08,4.71,FALSE,4.71,NA
4848,2000,Sean Key,Florida State,FS,71,188,NA,4.65,NA,NA,NA,4.2,7.12,4.65,FALSE,4.65,NA
4849,2000,Adrian Klemm,Hawaii,OT,76,307,NA,*4.98,24,NA,NA,NA,NA,NA,TRUE,4.98,4.98
4850,2000,Andrew Kline,San Diego State,OG,74,305,NA,5.43,26,28,103,4.6,7.54,5.43,FALSE,5.43,NA
4851,2000,Marcus Knight,Michigan,WR,73,180,NA,4.72,NA,28.5,106,4.38,7.11,4.72,FALSE,4.72,NA
4852,2000,Noel LaMontagne,Virginia,OG,76,299,NA,*5.09,21,NA,NA,NA,NA,NA,TRUE,5.09,5.09
4853,2000,Kareem Larrimore,West Texas A&M,CB,71,190,NA,4.42,NA,34,125,NA,NA,4.42,FALSE,4.42,NA
4854,2000,Leif Larsen,Texas-El Paso,DT,77,300,NA,5.08,45,30,110,4.37,7.46,5.08,FALSE,5.08,NA
4855,2000,Charles Lee,Central Florida,WR,74,202,NA,4.56,NA,35.5,125,4.25,7.3,4.56,FALSE,4.56,NA
4856,2000,Tim Lester,Western Michigan,QB,73,202,26,5.02,NA,27,97,4.24,7.28,5.02,FALSE,5.02,NA
4857,2000,Jamal Lewis,Tennessee,RB,73,240,NA,*4.58,23,NA,NA,NA,NA,NA,TRUE,4.58,4.58
4858,2000,Al Lucas,Troy,DT,73,294,NA,5,28,36,108,4.56,7.44,5,FALSE,5,NA
4859,2000,Anthony Lucas,Arkansas,WR,75,194,NA,4.53,NA,35,121,NA,NA,4.53,FALSE,4.53,NA
4860,2000,Dustin Lyman,Wake Forest,ILB,76,259,NA,4.7,22,35,118,4.06,6.86,4.7,FALSE,4.7,NA
4861,2000,David Macklin,Penn State,CB,69,194,NA,4.54,NA,37.5,120,4.09,6.9,4.54,FALSE,4.54,NA
4862,2000,Anthony Malbrough,Texas Tech,CB,69,184,NA,4.44,20,35.5,117,4,6.73,4.44,FALSE,4.44,NA
4863,2000,Tee Martin,Tennessee,QB,74,227,11,4.58,NA,34.5,113,NA,NA,4.58,FALSE,4.58,NA
4864,2000,Terrance McCaskey,Mississippi State,TE,78,271,NA,5,NA,29,101,NA,NA,5,FALSE,5,NA
4865,2000,Kevin McDougal,Colorado State,RB,73,206,NA,4.63,NA,32,108,4.12,7.08,4.63,FALSE,4.63,NA
4866,2000,Stockar McDougle,Oklahoma,OT,77,361,NA,*5.50,24,NA,NA,NA,NA,NA,TRUE,5.5,5.5
4867,2000,Chris McIntosh,Wisconsin,OT,79,315,NA,*5.39,28,NA,NA,NA,NA,NA,TRUE,5.39,5.39
4868,2000,Damion McIntosh,Kansas State,OT,76,328,NA,5.31,23,26,97,4.71,7.72,5.31,FALSE,5.31,NA
4869,2000,Alvin McKinley,Mississippi State,DT,76,289,NA,5.09,22,27.5,102,4.61,7.73,5.09,FALSE,5.09,NA
4870,2000,Rondell Mealey,Louisiana State,RB,73,212,NA,4.69,NA,33,120,4.15,6.89,4.69,FALSE,4.69,NA
4871,2000,Brad Meester,Northern Iowa,C,76,298,NA,5.12,25,34,110,4.43,7.46,5.12,FALSE,5.12,NA
4872,2000,Rob Meier,Washington State,DE,77,284,NA,4.99,27,30.5,113,4.52,7.49,4.99,FALSE,4.99,NA
4873,2000,Richard Mercier,Miami,OG,75,295,NA,5.39,18,26,97,4.78,7.84,5.39,FALSE,5.39,NA
4874,2000,Keith Miller,California,ILB,73,246,NA,4.97,24,27.5,110,4.43,7.37,4.97,FALSE,4.97,NA
4875,2000,Scottie Montgomery,Duke,WR,73,196,NA,4.57,NA,36,117,4.11,7.16,4.57,FALSE,4.57,NA
4876,2000,Wendell Montgomery,Wyoming,WR,75,203,NA,4.81,NA,35.5,117,4.24,7.01,4.81,FALSE,4.81,NA
4877,2000,Corey Moore,Virginia Tech,OLB,71,223,NA,4.6,21,NA,NA,NA,NA,4.6,FALSE,4.6,NA
4878,2000,Michael Moore,Troy,OG,75,320,NA,5.45,34,24.5,94,5.06,8.37,5.45,FALSE,5.45,NA
4879,2000,Muneer Moore,Richmond,WR,74,201,NA,4.52,NA,37.5,129,4.09,6.91,4.52,FALSE,4.52,NA
4880,2000,Frank Moreau,Louisville,RB,73,231,NA,4.57,23,36,117,NA,NA,4.57,FALSE,4.57,NA
4881,2000,Aric Morris,Michigan State,SS,70,211,NA,*4.56,24,NA,NA,NA,NA,NA,TRUE,4.56,4.56
4882,2000,Rob Morris,BYU,ILB,74,250,NA,*4.77,18,33,113,4.17,6.93,NA,TRUE,4.77,4.77
4883,2000,Sammy Morris,Texas Tech,FB,73,221,NA,4.65,23,37.5,117,4.21,7.05,4.65,FALSE,4.65,NA
4884,2000,Sylvester Morris,Jackson State,WR,75,216,NA,4.6,NA,34.5,119,4.17,7.06,4.6,FALSE,4.6,NA
4885,2000,Chad Morton,Southern Californiaifornia,RB,68,182,NA,4.5,18,36,121,NA,NA,4.5,FALSE,4.5,NA
4886,2000,Bobby Myers,Wisconsin,FS,73,183,NA,4.56,NA,37.5,123,4.1,7.04,4.56,FALSE,4.56,NA
4887,2000,Kualana Noa,Hawaii,OT,76,317,NA,5.35,27,25.5,98,4.74,7.82,5.35,FALSE,5.35,NA
4888,2000,Dennis Northcutt,Arizona,WR,71,175,NA,4.43,NA,37.5,123,4.04,6.96,4.43,FALSE,4.43,NA
4889,2000,Carlos Nuno,BYU,TE,76,263,NA,5.03,23,28,NA,NA,NA,5.03,FALSE,5.03,NA
4890,2000,Andre O'Neal,Marshall,ILB,73,235,NA,*4.72,16,34,114,4.24,7.3,NA,TRUE,4.72,4.72
4891,2000,Matt O'Neal,Oklahoma,C,75,277,NA,5.06,17,27.5,94,4.72,7.59,5.06,FALSE,5.06,NA
4892,2000,Erik Olson,Colorado,SS,73,208,NA,4.63,17,35,115,4.21,6.81,4.63,FALSE,4.63,NA
4893,2000,Chad Pennington,Marshall,QB,76,229,25,4.81,NA,33.5,111,4.16,7.12,4.81,FALSE,4.81,NA
4894,2000,Mareno Philyaw,Troy,WR,74,205,NA,4.66,NA,39.5,129,4.13,6.93,4.66,FALSE,4.66,NA
4895,2000,Cedric Pittman,Nevada,OLB,75,261,NA,4.9,20,30.5,111,4.52,7.75,4.9,FALSE,4.9,NA
4896,2000,DaShon Polk,Arizona,OLB,74,233,NA,4.75,18,32,111,4.45,7.43,4.75,FALSE,4.75,NA
4897,2000,Hank Poteat,Pittsburgh,CB,70,197,NA,4.57,16,37,126,4,6.66,4.57,FALSE,4.57,NA
4898,2000,Travis Prentice,Miami (OH),RB,73,225,NA,*4.50,23,37,115,4.4,6.92,NA,TRUE,4.5,4.5
4899,2000,Tim Rattay,Louisiana Tech,QB,73,215,27,4.91,NA,25.5,100,4.21,7.34,4.91,FALSE,4.91,NA
4900,2000,Chase Raynock,Montana,OT,78,308,NA,5.5,22,25,94,5,8.73,5.5,FALSE,5.5,NA
4901,2000,Chris Redman,Louisville,QB,75,222,16,5.37,NA,26.5,98,4.78,7.8,5.37,FALSE,5.37,NA
4902,2000,J.R. Redmond,Arizona State,RB,73,216,NA,*4.48,NA,32.5,121,NA,NA,NA,TRUE,4.48,4.48
4903,2000,Quinton Reese,Auburn,DE,76,283,NA,5.13,18,30,101,4.68,7.91,5.13,FALSE,5.13,NA
4904,2000,Tutan Reyes,Mississippi,OT,75,299,NA,5.37,20,26.5,99,4.88,7.49,5.37,FALSE,5.37,NA
4905,2000,Rob Riti,Missouri,C,74,293,NA,5.19,17,29.5,106,NA,NA,5.19,FALSE,5.19,NA
4906,2000,Fred Robbins,Wake Forest,DT,76,312,NA,5.09,25,29.5,94,4.72,7.72,5.09,FALSE,5.09,NA
4907,2000,Greg Robinson-Randall,Michigan State,OT,78,333,NA,5.59,22,26,95,5.13,8.15,5.59,FALSE,5.59,NA
4908,2000,Roger Roesler,Texas,OG,78,314,NA,5.31,25,29.5,101,4.76,8.31,5.31,FALSE,5.31,NA
4909,2000,Phillip Rogers,Georgia Tech,RB,73,232,NA,4.68,19,37,124,4.31,7.21,4.68,FALSE,4.68,NA
4910,2000,Lewis Sanders,Maryland,CB,73,202,NA,4.5,10,37,116,NA,NA,4.5,FALSE,4.5,NA
4911,2000,Ketric Sanford,Houston,RB,68,199,NA,4.6,12,32,118,4.3,6.63,4.6,FALSE,4.6,NA
4912,2000,Sekou Sanyika,California,OLB,75,241,NA,*4.75,21,32.5,111,4.38,7.33,NA,TRUE,4.75,4.75
4913,2000,Manuia Savea,Arizona,OG,74,308,NA,5.34,24,25,92,NA,NA,5.34,FALSE,5.34,NA
4914,2000,Gari Scott,Michigan State,WR,73,194,NA,4.59,NA,33.5,119,NA,NA,4.59,FALSE,4.59,NA
4915,2000,Tony Scott,North Carolina State,CB,70,193,NA,4.5,11,34,115,4.24,7.45,4.5,FALSE,4.5,NA
4916,2000,Richard Seals,Utah,DT,74,316,NA,5.13,24,28.5,102,4.6,7.78,5.13,FALSE,5.13,NA
4917,2000,Aaron Shea,Michigan,FB,76,253,NA,4.81,NA,37.5,114,4.3,6.72,4.81,FALSE,4.81,NA
4918,2000,Jacoby Shepherd,Oklahoma State,CB,74,195,NA,4.53,5,35,120,NA,NA,4.53,FALSE,4.53,NA
4919,2000,Wes Shivers,Mississippi State,OT,78,318,NA,5.65,18,22.5,98,4.81,8.48,5.65,FALSE,5.65,NA
4920,2000,Mark Simoneau,Kansas State,OLB,73,237,NA,4.6,24,36,117,4.09,7.08,4.6,FALSE,4.6,NA
4921,2000,Peter Sirmon,Oregon,ILB,74,246,NA,4.84,20,34.5,115,4.27,7.21,4.84,FALSE,4.84,NA
4922,2000,T.J. Slaughter,Southern Mississippi,ILB,73,247,NA,4.87,24,30,112,4.26,7.08,4.87,FALSE,4.87,NA
4923,2000,Dwyte Smiley,Youngstown State (OH),FS,73,198,NA,4.57,13,35,115,4.29,7.18,4.57,FALSE,4.57,NA
4924,2000,Jamel Smith,Virginia Tech,ILB,73,245,NA,5.18,NA,29.5,108,4.58,7.51,5.18,FALSE,5.18,NA
4925,2000,Marvel Smith,Arizona State,OT,77,320,NA,5.37,24,27.5,100,4.83,7.87,5.37,FALSE,5.37,NA
4926,2000,Paul Smith,Texas-El Paso,FB,71,220,NA,*4.65,25,NA,NA,NA,NA,NA,TRUE,4.65,4.65
4927,2000,Terrelle Smith,Arizona State,FB,73,249,NA,5,19,32.5,109,4.85,8.38,5,FALSE,5,NA
4928,2000,R.Jay Soward,Southern Californiaifornia,WR,70,177,NA,4.35,NA,35,124,NA,NA,4.35,FALSE,4.35,NA
4929,2000,Rashon Spikes,North Carolina State,RB,71,204,NA,4.78,13,33,113,4.47,7.18,4.78,FALSE,4.78,NA
4930,2000,Quinton Spotwood,Syracuse,WR,71,184,NA,*4.55,NA,33.5,123,NA,NA,NA,TRUE,4.55,4.55
4931,2000,John St.Clair,Virginia,C,77,302,NA,*5.20,25,NA,NA,NA,NA,NA,TRUE,5.2,5.2
4932,2000,Dave Stachelski,Boise State,TE,75,250,NA,4.78,24,38,115,4.14,6.84,4.78,FALSE,4.78,NA
4933,2000,Shyrone Stith,Virginia Tech,RB,68,204,NA,4.6,13,35,111,4.14,7.14,4.6,FALSE,4.6,NA
4934,2000,Jay Tant,Northwestern,TE,75,255,NA,*4.75,31,NA,NA,NA,NA,NA,TRUE,4.75,4.75
4935,2000,Mark Tauscher,Wisconsin,OG,76,318,NA,5.37,22,27,90,4.84,7.91,5.37,FALSE,5.37,NA
4936,2000,Shannon Taylor,Virginia,OLB,75,249,NA,*4.65,NA,34.5,115,NA,NA,NA,TRUE,4.65,4.65
4937,2000,Travis Taylor,Florida,WR,73,199,NA,*4.43,NA,37,118,NA,7.15,NA,TRUE,4.43,4.43
4938,2000,Adalius Thomas,Southern Mississippi,DE,75,270,NA,4.56,NA,38.5,120,4.42,NA,4.56,FALSE,4.56,NA
4939,2000,Jason Thomas,Hampton,OG,76,300,NA,5.22,23,29.5,100,NA,7.99,5.22,FALSE,5.22,NA
4940,2000,Michael Thompson,Tennessee State,OT,77,305,NA,5.28,16,26,104,4.73,7.99,5.28,FALSE,5.28,NA
4941,2000,Travares Tillman,Georgia Tech,FS,73,194,NA,*4.60,15,37.5,123,4.29,6.95,NA,TRUE,4.6,4.6
4942,2000,Mao Tosi,Idaho,DT,77,310,NA,5.26,19,28.5,99,4.6,7.72,5.26,FALSE,5.26,NA
4943,2000,Mac Tuiaea,Washington,DT,78,296,NA,5.09,25,29,99,4.72,7.82,5.09,FALSE,5.09,NA
4944,2000,Ryan Tujague,Washington State,OG,77,297,NA,5.16,21,27,96,4.95,8.18,5.16,FALSE,5.16,NA
4945,2000,Jeff Ulbrich,Hawaii,ILB,73,249,NA,4.65,24,32,109,4.3,7.23,4.65,FALSE,4.65,NA
4946,2000,Brian Urlacher,New Mexico,OLB,76,258,NA,4.59,27,34,122,4.18,6.94,4.59,FALSE,4.59,NA
4947,2000,Darrick Vaughn,Texas State,CB,71,196,NA,4.53,14,36.5,121,4.16,7.09,4.53,FALSE,4.53,NA
4948,2000,Andy Vincent,Texas A&M,OG,76,306,NA,5.2,14,28.5,108,4.42,7.54,5.2,FALSE,5.2,NA
4949,2000,Todd Wade,Mississippi,OT,80,326,NA,5.22,29,27.5,101,4.68,7.68,5.22,FALSE,5.22,NA
4950,2000,Troy Walters,Stanford,WR,67,171,NA,*4.55,NA,32.5,106,3.84,6.61,NA,TRUE,4.55,4.55
4951,2000,Steve Warren,Nebraska,DT,73,307,NA,5.1,29,30.5,105,4.56,7.97,5.1,FALSE,5.1,NA
4952,2000,Marcus Washington,Auburn,OLB,75,252,NA,4.67,NA,35,118,4.49,6.91,4.67,FALSE,4.67,NA
4953,2000,Jason Webster,Texas A&M,CB,69,180,NA,4.42,17,35.5,122,3.98,6.76,4.42,FALSE,4.42,NA
4954,2000,James Whalen,Kentucky,TE,75,228,NA,4.78,NA,31,110,4.22,7.42,4.78,FALSE,4.78,NA
4955,2000,Austin Wheatley,Iowa,TE,76,254,NA,4.66,NA,32.5,121,4.18,6.97,4.66,FALSE,4.66,NA
4956,2000,Damon Wheeler,Colorado,CB,69,179,NA,4.51,11,35,115,4.27,7.21,4.51,FALSE,4.51,NA
4957,2000,Anthony White,Kentucky,RB,73,195,NA,4.68,NA,32.5,118,4.24,7.05,4.68,FALSE,4.68,NA
4958,2000,Dez White,Georgia Tech,WR,73,218,NA,*4.62,NA,37.5,124,4.09,6.91,NA,TRUE,4.62,4.62
4959,2000,Bobby Williams,Arkansas,OT,76,332,NA,5.31,28,29,97,4.72,7.78,5.31,FALSE,5.31,NA
4960,2000,Jack Williams,Azusa Pacific,SS,70,206,NA,4.72,15,31.5,108,4.65,7.15,4.72,FALSE,4.72,NA
4961,2000,James Williams,Marshall,WR,71,180,NA,4.59,NA,36,123,4.16,7.22,4.59,FALSE,4.59,NA
4962,2000,Josh Williams,Michigan,DT,76,282,NA,4.9,NA,30.5,111,4.25,7.22,4.9,FALSE,4.9,NA
4963,2000,Antonio Wilson,Texas A&M-Commerce,OLB,74,245,NA,4.56,11,NA,NA,NA,NA,4.56,FALSE,4.56,NA
4964,2000,Cedric Woodard,Texas,DT,75,290,NA,5.21,23,30.5,109,NA,NA,5.21,FALSE,5.21,NA
4965,2000,Destry Wright,Jackson State,RB,71,216,NA,4.84,15,29.5,112,4.41,7.15,4.84,FALSE,4.84,NA
4966,2000,Spergon Wynn,Texas State,QB,76,229,25,4.91,NA,34,108,4.59,7.71,4.91,FALSE,4.91,NA
4967,2000,Bashir Yamini,Iowa,WR,75,191,NA,4.53,NA,33,130,4.18,7.09,4.53,FALSE,4.53,NA
4968,2000,Brian Young,Texas-El Paso,DE,75,278,NA,4.94,27,29.5,106,4.47,7.2,4.94,FALSE,4.94,NA
4969,1999,Rahim Abdullah,Clemson,OLB,77,244,NA,4.85,17,34,118,4.36,7.24,4.85,FALSE,4.85,NA
4970,1999,Ben Adams,Texas,OG,77,324,NA,5.36,26,25.5,98,4.83,7.86,5.36,FALSE,5.36,NA
4971,1999,Phillip Armour,North Texas,C,75,318,NA,5.53,23,30.5,100,4.59,7.63,5.53,FALSE,5.53,NA
4972,1999,Brendon Ayanbadejo,UCLA,OLB,73,234,NA,4.67,18,36,117,4.36,7.57,4.67,FALSE,4.67,NA
4973,1999,Jerry Azumah,New Hampshire,RB,70,195,NA,4.48,15,43.5,132,3.86,6.9,4.48,FALSE,4.48,NA
4974,1999,Champ Bailey,Georgia,CB,73,184,NA,4.28,NA,37,121,3.79,NA,4.28,FALSE,4.28,NA
4975,1999,Karsten Bailey,Auburn,WR,73,205,NA,4.33,NA,40,121,3.99,6.99,4.33,FALSE,4.33,NA
4976,1999,Eugene Baker,Kent State (OH),WR,73,167,NA,4.46,NA,36.5,126,4.03,6.9,4.46,FALSE,4.46,NA
4977,1999,Todd Bandhaur,Iowa State,QB,75,236,31,5.26,NA,31,103,4.61,7.66,5.26,FALSE,5.26,NA
4978,1999,Lionel Barnes,North Carolina Central,DE,77,264,NA,5,24,34,112,4.52,7.51,5,FALSE,5,NA
4979,1999,Marlon Barnes,Colorado,RB,70,211,NA,4.49,18,35.5,120,4.32,7.31,4.49,FALSE,4.49,NA
4980,1999,Eric Barton,Maryland,ILB,75,247,NA,4.68,20,32,112,4.32,7.6,4.68,FALSE,4.68,NA
4981,1999,Michael Basnight,North Carolina A&T,RB,73,241,NA,4.6,18,34.5,118,4.42,7.34,4.6,FALSE,4.6,NA
4982,1999,D'Wayne Bates,Northwestern,WR,74,215,NA,4.59,NA,37,117,4.24,7.25,4.59,FALSE,4.59,NA
4983,1999,Albrey Battle,Arizona State,DT,75,294,NA,5.38,23,29,101,4.66,8.15,5.38,FALSE,5.38,NA
4984,1999,Tim Beauchamp,Florida,DE,74,270,NA,4.93,24,26.5,NA,NA,NA,4.93,FALSE,4.93,NA
4985,1999,Michael Bishop,Kansas State,QB,73,205,10,4.85,NA,33,113,4.62,7.63,4.85,FALSE,4.85,NA
4986,1999,Octavious Bishop,Texas,OT,77,354,NA,5.84,22,NA,NA,NA,NA,5.84,FALSE,5.84,NA
4987,1999,Dre' Bly,North Carolina,CB,70,186,NA,4.51,NA,34.5,116,4.09,7.1,4.51,FALSE,4.51,NA
4988,1999,David Boston,Ohio State,WR,73,215,NA,4.47,NA,37,116,4.09,7.2,4.47,FALSE,4.47,NA
4989,1999,David Bowens,Western Illinois,DE,75,255,NA,4.85,NA,31,112,4.38,7.4,4.85,FALSE,4.85,NA
4990,1999,Melvin Bradley,Arkansas,DE,73,269,NA,4.67,NA,31,111,4.32,7.42,4.67,FALSE,4.67,NA
4991,1999,Ronnie Bradley,Georgia,RB,69,221,NA,4.57,NA,36,115,4.1,7.18,4.57,FALSE,4.57,NA
4992,1999,Jason Bray,Auburn,CB,70,185,NA,4.49,NA,33,113,4.35,7.2,4.49,FALSE,4.49,NA
4993,1999,Aaron Brooks,Virginia,QB,76,203,17,4.6,NA,35.5,120,4.29,7.52,4.6,FALSE,4.6,NA
4994,1999,Kevin Brooks,South Carolina,CB,69,169,NA,4.34,NA,36,119,3.86,6.99,4.34,FALSE,4.34,NA
4995,1999,Donald Broomfield,Clemson,DT,75,302,NA,5.08,24,31,106,4.34,7.75,5.08,FALSE,5.08,NA
4996,1999,Cuncho Brown,Penn State,TE,76,272,NA,4.78,NA,31.5,110,4.44,7.51,4.78,FALSE,4.78,NA
4997,1999,Larry Brown,Georgia,TE,77,278,NA,4.94,20,34,113,4.5,7.35,4.94,FALSE,4.94,NA
4998,1999,Na Brown,North Carolina,WR,73,184,NA,4.56,NA,40.5,110,NA,NA,4.56,FALSE,4.56,NA
4999,1999,Wilbert Brown,Houston,OG,74,311,NA,5.58,22,26,98,5.02,8.46,5.58,FALSE,5.58,NA
5000,1999,Fernando Bryant,Alabama,CB,70,183,NA,4.5,NA,35.5,115,4.06,7.03,4.5,FALSE,4.5,NA
5001,1999,Tony Bryant,Florida State,DE,76,273,NA,4.85,16,34.5,111,4.57,7.57,4.85,FALSE,4.85,NA
5002,1999,Shawn Bryson,Tennessee,FB,73,235,NA,4.63,18,38.5,128,NA,NA,4.63,FALSE,4.63,NA
5003,1999,Doug Brzezinski,Boston College,OG,76,309,NA,5.32,26,26,98,4.53,NA,5.32,FALSE,5.32,NA
5004,1999,Brandon Bulsworth,Arkansas,OG,76,308,NA,5.01,24,31.5,111,4.43,7.43,5.01,FALSE,5.01,NA
5005,1999,Thomas Burke,Wisconsin,DE,74,264,NA,4.84,24,35,111,4.38,7.42,4.84,FALSE,4.84,NA
5006,1999,Siaha Burley,Central Florida,WR,71,166,NA,4.53,NA,34,113,4.16,NA,4.53,FALSE,4.53,NA
